user,date,idea
1410639754,2014-09-13 16:22:34,"['So excited to share ideas! Let me try to be brief! -Rethink the entire method of extracting milk. A baby doesn\'t extract milk using suction. Can we come up with a method that uses compression and extending the nipple like a baby does. If so, that could render a lot of the rest of these suggestions less important. -Make flanges out of a fleshy-material that isn\'t cold. Maybe sticky silicone that will mold to the shape of each individual boob. People can buy different sizes for smaller or larger boobs. And it would be great if these flanges/silicone adhesives could somehow apply massaging pressure. Although, if not, it would still be an improvement to have a soft flange so that we can massage with our hands while pumping. When I massage while pumping with my plastic flanges, I often lose the suction on my flange and ruin the pump\'s ""latch"". But if the flanges were soft and ""sticky"" and I could massage on top of them, that\'d be great! -I use the Freemie collection cups now, and they are a HUGE improvement. If we could come up with a collection system that can be concealable like that, but actually concealable instead of making you look like Madonna. -It would be great to have specialized pumps since one pump probably can\'t do it all. One pump for concealment that is small, but the downside is it doesn\'t hold much, or something like that. And one pump that can pump while you lie down and the milk will drain to a reservoir and be chilled there, so that you can go to sleep and not worry about it. A timer on that pump would be great so that it shuts off after 20-30 minutes or something. But that pump would probably be huge, but that would be okay since you\'re lying down and not mobile. -It would be great to have suction/speed controls for each boob instead of them having to be the same. -A quieter pump. -Maybe if the pump parts that attached to the boobs could be made into a bra that you could wear all day that you just plug some tubes into when you have to pump, that would be great. I\'ll send more ideas along as they come to me. May the pumps we use now seem archaic to our daughters!!!']"
1410640341,2014-09-13 16:32:21,['Discreetly wearable compression based breast pump!']
1410641941,2014-09-13 16:59:01,"['Needs to work fast--the best-rated pumps Amazon accomplish this. These are usually ones with:\r\n', '* ""petals"" or something that actually squeezes/massages the breast-tissue\r\n', '* variable strength of suction\r\n', '* variable speed of suction\r\n', '\r\n', 'Also, they should be workplace friendly.\r\n', '* the ability to operate hands-free (with your average nursing bra)\r\n', '* QUIET--I think this is number one complaint behind speed of expression. Ideally at least quiet enough that a phone conversation can be had.\r\n', '* milk gets dump directly into collection instead of sucked through hoses through the machine. This eliminates or minimizes the amount of clean-up\r\n', '* easy to assemble and disassemble--ideally all you would have to remove at the end of the pumping is the collection vessels. Everything else should be able to tuck into a pack/bag with minimal fuss\r\n', ""* ease of electrical supply: long power cord, not one of those bulky plugs that makes it hard to plug in things to the next outlet, USB if possible (probably not, but it would be neat), and should come with a car lighter adapter (since many women's best place to pump is the car)\r\n"", '\r\n', 'And one last thing:\r\n', 'It should be able to accommodate a wide variety of nipple and breast sizes without having to buy and try extra parts that are usually expensive. ']"
1410642597,2014-09-13 17:09:57,"['Allow a true reclining position. \r\n', 'Quiet\r\n', 'Comfortable flanges\r\n', 'Easy to fit flanges (easy to tell if size is wrong)\r\n', ""Don't need a separate bra to hold in place. \r\n"", ""No drip flanges so when you take everything off you don't lose milk on the counter.\r\n""]"
1410642793,2014-09-13 17:13:13,"['http://www.freemie.com/...collects the milk into cups under your shirt, instead of bottles.']"
1410643065,2014-09-13 17:17:45,['https://www.kiinde.com/twist_product.php...pump directly into pouch']
1410643127,2014-09-13 17:18:47,"[""I always personally hated the lubing-up-of-flanges part of pumping. It would be cool if the flange material didn't need lube, or secreted lube or something.""]"
1410643127,2014-09-13 17:18:47,"['Size and quality! Hospital grade quality in a small easy to port package. \r\n', 'Car chargers and rechargeable batteries for traveling moms. \r\n', 'Cute convenient carrying case\r\n', 'Quieter motor\r\n', 'More life like stimulation (softer parts, more efficient parts) so pumping emptys breasts more efficiently \r\n', 'Cheaper!! \r\n', 'Easy to clean pieces. \r\n', 'Easy to assemble and use \r\n']"
1410644327,2014-09-13 17:38:47,['Separate controls for each side on a double pump']
1410645392,2014-09-13 17:56:32,['Retractable cords/tubing because we all need different lengths at different times!']
1410647946,2014-09-13 18:39:06,"['A lightweight, more portable breastpump (no clunky box to lug around!)\r\n', 'Phlanges that are easier to use. Maybe they fit within your existing bra. They have fewer parts. They are easier to clean. They have a more exact way of measuring output. (Freemie is a step forward... but would love it to go farther!)\r\n', 'Allow varied suction on the two sides, rather than a single setting for both\r\n', 'Use suction AND compression, like a baby (rather than just suction like current pumps)\r\n', 'A visual interface for adjusting settings... and where you could watch pictures or even videos of your baby! Maybe this is actually your phone, and the pump can interface with your phone.\r\n', 'Phlanges that are warm, to help stimulate let down. Or are made of softer materials!\r\n', 'A QUIET motor, for goodness sake! \r\n', 'Phlanges that place themselves (e.g. you put them on and they naturally adjust to the right place over your nipple, like a shoe or a hat or a ring all easily fit onto the part of your body without all kids of holding/adjusting to get it *just right*). And maybe the size adjusts, too, for those of us that are exactly in between two sizes!\r\n', ""An easy way to tell if milk is squirting out. When you do manual compression/massaging of your breasts, you have to watch to see the squirts inside the flanges. That means there has to be enough light and hopefully the flanges don't get cloudy from humidity. What if they had a simpler way to show you when milk was spraying? \r\n"", 'Recent research has shown that guided relaxation and/or listening to music can drastically increase pumping output -- by up to double. (e.g. Fehrer 1989, Keith 2012, Kent 2011) What if you could upload music or podcasts to your pump? (Or maybe again, interface with your phone) to facilitate this?\r\n']"
1410647954,2014-09-13 18:39:14,"['A timer.  Not only that keeps track of how long I have pumped\r\n', ' but also will shut off after a specified time.']"
1410648020,2014-09-13 18:40:20,"['Make a pump hands free on its own, without the uncomfortable and frustrating ""hands free"" bras (which are difficult to use and don\'t work great)']"
1410650412,2014-09-13 19:20:12,"[""The flanges should compress as well as provide suction. The compression should mimic a baby's suck pattern. They should also be soft and\r\n"", 'not plastic-feeling.']"
1410650597,2014-09-13 19:23:17,"[""I used both a Medela electric pump and an Ameda manual one. Based on both, here's what needs to improve:\r\n"", '\r\n', ""1) So medical/institutional/cold/plasticky. This pump is supposed to be my helper and companion, in a way. Why can't it look more friendly or cool or something? I have to look at and interact with this thing several times a day for a long time, so why can't it be pleasant to work with and look at?\r\n"", '\r\n', '2) Really, Medela? The tiny white things that tear or get lost so easily -- and are the key to your $200+ pump working?\r\n', '\r\n', '3) On the Ameda Isis, the breast shields or flanges or whatever were much more comfortable and more effective than the hard plastic Medela ones, because of a silicone cover that came in contact with the skin. But sometimes milk would leak between the cover and the actual shield.\r\n', '\r\n', '4) Does the Medela Freestyle now allow truly effective hands-free pumping? I never had this one. I did have the special pumping bra and all that, but I was never able to do hands-free because I needed at least one hand to squeeze and hold the boob in place. The pump was less effective without that.\r\n', '\r\n', ""5) Likewise, the double pumping. I didn't trust the little feet Medela has to hold bottles in place, so I felt like there was too much risk of spilling if I tried to pump both at once -- also, the need to be hands-on prevented double pumping.\r\n"", '\r\n', '6) Look for any and every way that a bottle could become disconnected and spill, and fix that. This is the absolute worst thing when pumping. The Ameda manual pump was a big offender.\r\n', '\r\n', '7) The manual pump also caused hand cramps and was squeaky -- and the Medela electric one was also super loud.\r\n', '\r\n', '8) The Medela pump only works if you have the right size breast shields/flanges, and for many women, that\'s not the ones that come standard -- so then you\'re up-charged for having larger areolas. (Which, honestly, made me feel like, ""Well, F you, Medela."") Medela assumes you will be in close contact with a lactation consultant. But many women buy the pump off the shelf at Target, find it painful and not very effective, and probably never realize it\'s because they need bigger breast shield/flange things. I learned this only the second time around, and then it was a much better experience. I think the pump should work on everyone right out of the package, without having to buy special things.\r\n', '\r\n', '9) Nothing on the unit, the packaging, or the bottles should give a heavy-handed ""breast is best"" message. If you\'re pumping, chances are, you\'re already on board with this. If you need to supplement with formula (which I did, with my first child), you don\'t need Medela making you feel even worse. I used to do half-and-half bottles of pumped and formula, and it made me cry to see that ""breast is best"" message on the side of the Medela bottles I used for storage.']"
1410651303,2014-09-13 19:35:03,"[""I was just thinking about mammograms. Though I have experience with a crappy breast pump, I've never had a mammogram. I've heard they suck, too. Another hack project?""]"
1410651322,2014-09-13 19:35:22,"['I came across this interesting article about a bra which uses sensors for early tumor detection, along the same lines of Carols comments I think. ""Introducing the future of breast tissue screening, the First Warning Systems\' Breast Tissue Screening Bra to assist in the breast self exam"" https://www.youtube.com/watch?v=gtDUwWf7DVg']"
1410651351,2014-09-13 19:35:51,"['Does anyone know where I can find a programable relief valve?\r\n', 'Since I have been disassembling older pumps and trying to come up with better designs or even repairs for that matter. \r\n', 'This valve would help in my goal to make a centrifugal vacuum pump FEEL like a reciprocating pump (More like a baby nursing) in the system that I think would be great for our Open Source BreastPump.']"
1410651375,2014-09-13 19:36:15,"[""I'm really excited at the prospect of 3d printing and open source sharing as a way of opening up innovation for the breast pump and other maternal health technologies. it feels far off at the moment (how many of us really have a 3d printer and know-how at our fingertips?) but i think there is potential for democratizing access""]"
1410651476,2014-09-13 19:37:56,"['one thing to remember, in this day and ag where more and more people are sensitive to more and more things. I would recommend NOT ptting anything on the pump or accessories. If you want to recmmend armortherapy that is one thing. But I would hate to exclude people with skin conditions on a pump.']"
1410653025,2014-09-13 20:03:45,['Would be great if it was something built into a bra that you could wear all day at work and it would either auto pump every x hours or alert you when it is time. It would be so quiet that it could work while you were in meetings or conference calls and no one would hear/ know. It would feel more like breastfeeding and more efficiently remove milk. The milk would gather either be dispensed into container of choice or a camel back like cooler that you empty at the end of day. Is that too much to expect ?']
1410653486,2014-09-13 20:11:26,"['I am a breast surgeon who has been involved in studies looking at nipple discharge.  The key to obtaining fluid from the nipple - and that it what nursing is on a large scale - is to massage and compress the breast gently before applying suction. Essentially massage the fluid toward the nipple rather than trying to suction it out. The natural process of nursing is based on milk letdown into the area behind the nipple where the baby rolls its tongue under this area, more to massage milk out than to pull it out by suction.  The key would seem to be to duplicate this action.  Perhaps a ring shaped pillow or cone that inflated in rhythm to massage the breast and then allowed much less suction to remove milk.  Great challenge you have given yourselves. ']"
1410653508,2014-09-13 20:11:48,"['I am a breast surgeon who has been involved in studies looking at nipple discharge.  The key to obtaining fluid from the nipple - and that it what nursing is on a large scale - is to massage and compress the breast gently before applying suction. Essentially massage the fluid toward the nipple rather than trying to suction it out. The natural process of nursing is based on milk letdown into the area behind the nipple where the baby rolls its tongue under this area, more to massage milk out than to pull it out by suction.  The key would seem to be to duplicate this action.  Perhaps a ring shaped pillow or cone that inflated in rhythm to massage the breast and then allowed much less suction to remove milk.  Great challenge you have given yourselves. ']"
1410656193,2014-09-13 20:56:33,['It would be great too be able to pump laying down']
1410656226,2014-09-13 20:57:06,"[""Make parts that aren't see through ""]"
1410656293,2014-09-13 20:58:13,"['Make a smaller, lightweight p\r\n', 'ump (medela PIS is so heavy)']"
1410656354,2014-09-13 20:59:14,"['The white valve covers on the medela PIS are\r\n', 'Very easily torn. Huge pain!']"
1410656404,2014-09-13 21:00:04,"['So much plastic, is it safe? Are there better materials?\r\n']"
1410656409,2014-09-13 21:00:09,"['Hello! This is an amazing initiative!\r\n', '\r\n', 'My name is Caitlin Zaner. I am mom to Jason, a happy, breast-fed, 7-month-old little man. I am also a pediatrician, and if fact I just finished my pediatric residency at University of Maryland Medical Center (in Baltimore). I am currently working at UMMC as a chief resident and pediatric hospitalist. \r\n', '\r\n', 'Due to the nature of residency training, I unfortunately did not have a very long maternity leave (about 6 weeks). I went back to work as a pumping mother, and one of my first rotations back after leave was in the PICU. This required 28hrs shifts...which translated into having to pump 7-8 times at work per shift, while multitasking (writing notes, working on the computer to place orders, review meds/imaging/labs/etc, phone calls...), on a time crunch (needing to get back to the unit ASAP), often in a gross call room (it was the nearest always-accessible place with some privacy and an outlet). \r\n', '\r\n', ""I'm sure a lot of women have talked to you about the following issues, but I'm hoping my perspective can be somewhat helpful. Being residents, my pumping colleagues and I probably represent the extreme end of pumping-at-work. Please see below:\r\n"", '\r\n', '1) The amount of time it actually takes to leave the workspace, get set up in a pumpable location, PUMP, clean up and get back to work - approximately 25-30 solid minutes. We need faster, more efficient pumps.\r\n', '\r\n', '2) Being stuck at an outlet - I have a Medela Free-style pump, and chose it after a lot of research. It has a battery pack that lasts for 4-5 pumps. On a long shift, I found myself stuck at an outlet while pumping, or figuring out how to discretely charge it on the unit. We need better batteries.\r\n', '\r\n', '3) Inability to move an inch without breaking the seal/vaccuum. I have tried various hands-free bras/accessories. They are awful. I often end up needing to secure the hard, plastic pump flanges with my hands to keep the seal. If it moves or changes angle slightly then the seal breaks, leaking occurs, and readjustment is needed to get things going again. This is especially problematic in the second half of the pump session, when the weight of the milk in the filling bottles causes extra downward traction on the flanges. This downward traction is also just uncomfortable. We need better hands-free options and softer, flexible flanges.\r\n', '\r\n', '4) The noise, as you know. \r\n', '\r\n', ""5) I'm not sure if you have given a lot of thought into the milk storage systems, but they too need a total makeover. Most pump systems offer adapters to allow you to pump directly into storage bags (most are just glorified ZipLocks). The best system I've found is the Kiinde Twist, which allows you to pump into a screw-topped bag, which can be frozen, thawed, and directly placed into a bottle adapter. You never have to pour the milk into another bottle. I works pretty well, but could use some improvements as well. \r\n"", '\r\n', '\r\n', 'Hope this is helpful!\r\n', '\r\n']"
1410656559,2014-09-13 21:02:39,"['- Pump should accommodate both a storage bottle and a storage bag. Pouring from one container to another increase risk of spilling! Everyone cries over spilled milk. \r\n', '- Pump frequency should be adjustable. I produce more efficiently at a slow rate with my manual pump. \r\n', '- It is difficult to center the nipple in the flange! Especially in the dark (nurse baby one side, pump on the other side without turning the lights on too bright). \r\n', '- Invisible to others would be a game changer. ']"
1410659150,2014-09-13 21:45:50,"['A few quick things I wanted to make for use with breast pumps....\r\n', '\r\n', '1.  A rod/handle that locks onto each pump so u can hold both sides on and still\r\n', 'Have a free hand.  \r\n', '\r\n', '2. A tiny squeegee/spatula you can use to push excess milk through the device\r\n', ' and into the bottle \r\n', '\r\n', '3. A disposable valve that connects to a typical shield would be great. \r\n', 'I have a medela pump and The part the milk flows \r\n', 'through to get to the bottle is so hard to clean on the go.  It\r\n', 'seems totally easy (what do I know) to turn that into a disposable plastic bag type section which\r\n', 'would cut down on time spent cleaning and sanitizing. \r\n', '\r\n', '\r\n']"
1410659580,2014-09-13 21:53:00,"[""Moms who pump exclusively have a need to pump everywhere, not just on their couch. Hands-free and mobile (untethered!) are a must. Many of us also pump in the car (it's the best use of our commute time!). Freemies are a step in the right direction, but we need to be able to see the nipple in the flange. We also need to be able to MOVE and use our arms to reach for things (like our babies!). Being able to pump while lying down would probably extend several EPers' success as it would shorten the middle of the night wake up time after waking to feed the baby.\r\n"", '\r\n', 'THANK YOU!!']"
1410660832,2014-09-13 22:13:52,"[""Testing on the way infants suck on a nipple so pumps can better imitate a baby's suction might help the mothers who have trouble using pumps because their milk flow is not the same when using a pump compared to their child.\r\n"", 'I started pumping when my daughter was 2 weeks old, but couldn\'t ""trick"" my body to get the same milk flow when I was pumping. ']"
1410660998,2014-09-13 22:16:38,"['I felt like a cow when using the breast pump, and not a free-range, grass-fed cow, but a hormone-injected, caged, stay-until-you-are-no-longer-producing-milk cow. I had to pump every 3-4 hrs for about 3 months, since I had complications after my twins were born that prevented me from achieving ""normal"" breast feeding (for about a week I had to ""pump and dump"" due to medications I was taking). I think I would\'ve felt less like a cow if the machine was more portable (smaller, wearable) and hands-free (adjustable straps for flanges to stay in place). I had a hospital grade machine and it worked well in extracting milk (probably not as good as a baby/babies would), but it had me tied down to it for the 15-20 minutes of pumping each session. Sometimes it was welcome break, but I did feel like I had to sit there and not move or do anything. Also, the three flange sizes I got to choose from never really seem to fit comfortably, especially since my breasts are different sizes. If it\'s possible to create an adjustable flange (telescoping?) that would have made it more comfortable. The sound the machine made was also quite loud. It was hard having to keep an eye on my napping twins, then realizing I had to start pumping again, without being worried that turning on the machine would wake them up. I also once knocked over a tube of milk sitting on the side table (my breast pump station), and I literally cried over spilled milk.  I wasn\'t producing much and I was fumbling with adjusting the accessories when I knocked it over.  I think I would have continued pumping if it weren\'t for these difficulties, my lack of milk production (possibly related to me having to pump exclusively while supplementing with formula), and me having to go back to work full-time.\r\n', '\r\n', ""Thanks for your time, and all of your efforts in improving the pump! I probably won't be having anymore kids, so no need to use the pump again, but wanted to give my 2 cents for future moms!\r\n"", '\r\n', 'Ellen H,\r\n', 'Woburn, MA']"
1410661184,2014-09-13 22:19:44,"[""I have exclusively pumped for ten months. The one thing that I'd hope is addressed is the annoying noise breast pumps make. Please quiet the pump.""]"
1410661439,2014-09-13 22:23:59,"['I like the kiinde system.  You pump directly into a bag, which can be used as a bottle. Maybe develop a storage bag/ container that is more breastlike. Soft, silky, and warm. Which has the capability to attach to any nipple your baby prefers. \r\n', 'Or the pump could mold around your nipple just like baby tounge and recreate something like your baby does for better milk production. \r\n', 'But the biggest thing is the redundancy. Pump then feed. How about pumping right into babies mouth through a nipple attatched to pump. That would have been awesome.']"
1410661861,2014-09-13 22:31:01,"[""Least amount of parts possible. Medela is pretty close but then it is an open system so there is potential for contamination. Aveda has a nice idea with the closed system but so many parts and their valves were very finicky.  A pump should be able to withstand exclusive pumping.  This means a 20 to 30 minute session every 3 to 4 hours for 1 year. I have had 2 Medela and 1 ameda and the motors all developed reduced suction or completely burned out after 6 months.  Efficiency and durability are important. It should pump the most amount possible in the least amount of time which will help working mom's stuck to it longer.\r\n""]"
1410661923,2014-09-13 22:32:03,"[""A small pump that is as affective as a normal pump that with all it's parts is small enough to fit in your purse so no extra bag is needed ...""]"
1410666787,2014-09-13 23:53:07,"['It would be great if the pump could sense when your breast were empty so you do to monitor or guess. \r\n', '\r\n', 'Self lubricating shields']"
1410669424,2014-09-14 00:37:04,"[""Wish I could join! I have often thought a soft-molded silicone flange-like structure with external duct stimulators would be great. Just like the baby's mouth works while nursing. Think Fleshlight for boobs.\r\n"", '\r\n', 'Also, their tongue almost laps the nipple as they grow older, which increases efficiency of milk expression, oxytocin release, and let down. The piston on the hospital pump produces a suction that is much more effective and considerably more comfortable than personal pumps made for the home market. \r\n', '\r\n', ""The current pumps just pull the nipple forward, like milking a cow, but the baby's mouth also applies suction that expands the nipple area slightly in a 360 degree manner, not just forward. \r\n"", '\r\n', 'A nice to have is that the pumps can be used by multiple different women as long as they have different collection kits, like the Hygeia systems. ']"
1410669614,2014-09-14 00:40:14,"['It is hard to align the breast/nipple up so that once pumping starts it is in the middle of the breast shield. (Plastic opacity, angle of eyes looking down). \r\n', '\r\n', 'I store the part pieces in the fridge after rinsing for the day in between pumps so that I have to do less dishes. Can we have some anti microbial material that would resist scrubbing, which creates tiny Socrates where bacteria can attach more readily?\r\n', '\r\n', 'The gradations on all bottles/bags are highly inaccurate and definitely are not precise. Low precision and low accuracy = bad tool. \r\n', '\r\n', ""Sounds from our own babies help with pumping efficiency as does kneeding of breast tissue (watch cats, dogs, cows with their snouts and other mammals breastfeed), yet this is not part of pumps today. Often I'll see mom's manually kneeding to increase output. \r\n"", '\r\n', 'Retractable tubing which would allow me to determine the length I need. \r\n', '\r\n', ""Automated sucking strength and tempo/frequency that would 'learn' my body over time. Of course with the ability to over riden by mom. \r\n"", '\r\n', 'Ability to set amount of time to pump.  Could the pump then automatically know how to be the most efficient for me during that time slot?\r\n', '\r\n', 'Thank you from a biologist, teacher at all girls school, mother of two, and currently (literally) pumping mother.\r\n', 'Katie Krueger \r\n', 'katie.j.krueger@gmail.com\r\n', '@khirt\r\n']"
1410669894,2014-09-14 00:44:54,['Flanges or athletic-tape-like strips that can heat for when you need to work out a plugged duct. Sometimes you have to heat these suckers to get the plug to clear!']
1410671983,2014-09-14 01:19:43,"[""Look at the mechanics of a baby's mouth when it breastfeeds... a baby coordinates both suction and compression to get milk out really efficiently. Breast pumps only use suction (sometimes to a painful degree) and are thus not nearly as efficient so it takes forever to pump enough milk and it can be really freaking uncomfortable. ""]"
1410672405,2014-09-14 01:26:45,"['Must be ""hands free"". 7 years ago I used a zip-up bandeau-style bra with holes at the nipples for the pump flanges. Need a better design now. \r\n', '\r\n', 'Would be great for pumps to also massage larger part of breasts to move more milk.\r\n', '\r\n', 'Need pumps to come with assorted size bottles. I produced tons if milk and pumped infrequently. I could pump 6+ ounces from each breast sometimes!\r\n', '\r\n', 'Need adjustable width pump flanges. Eventually nipple gets sucked in. This hurts and produces less milk. \r\n', '\r\n', ""Need more sound insulation for pumps. Many moms make more milk when they don't have to think about it the whole time. \r\n"", '\r\n', 'Thanks!!']"
1410672739,2014-09-14 01:32:19,"['If you travel internationally, having the appropriate power adapter is a major pain. I fried my adapter while in Europe because of the increase voltage... not a good spot to be in.']"
1410673172,2014-09-14 01:39:32,"[""Milk often leaks down the plastic breastshields/funnels when I use the pump sitting up straight. To stop wastage, I lean over, torso parallel to the floor, so that milk drips directly into the funnel. It's no fun and it makes my back hurt. But every drop counts, especially for women with low-average levels of milk! Perhaps you could develop a seal over the funnel made out of a material that adheres more closely to skin, such as silicon or rubber, to stop leakage (similar to the way a baby's mouth seals over the breast). \r\n""]"
1410673764,2014-09-14 01:49:24,[' Retractable power cord and built-in rechargeable battery ']
1410674539,2014-09-14 02:02:19,"[""Flash pasteurization feature - for folks with the milk enzyme that makes it go bad right away if they don't boil it.\r\n"", '\r\n', 'All parts can go in the dishwasher and not effing melt.\r\n', 'Or in those steam bags in the microwave, either way.\r\n', '\r\n', 'Can be worn on the hip like an iPod with the only subtle wire going directly under your shirt into the bra.\r\n', '\r\n', 'The containers for the milk are shaped like breast implants and can just stay right inside your bra after pumping until you can excuse yourself to go dump them in a cooler.\r\n', 'They have a little spigot so you can empty them into bottles easily.\r\n', '\r\n']"
1410675299,2014-09-14 02:14:59,"[""1) a lot of moms end up having to scald their milk before freezing, either because of lipase levels or because it's hard to keep the pump clean enough -- it would be pretty great if the pump could do the scalding too.\r\n"", '\r\n', ""2) the size of pumps can be a barrier if you don't have much storage space at work or you're hauling bags on public transit -- smaller and lighter would really help\r\n"", '\r\n', ""3) the more you can reduce pump setup time (untangling the tubes, struggling into the hands-free bra, etc.) the more time we'd have to actually work\r\n"", '\r\n', 'This is the best hackathon concept ever. Thanks!\r\n', '\r\n']"
