rating ID,Product ID,title,brand,manufacturer,grade,comment,category,tag1,tag2,tag3,price,,
141432,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,regret,Got this pump from our insurance company and it is basically useless. Ended up just using my $25 Medela hand pump instead. ,Breastpumps,breastpumps,,,158.99,,
142067,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,regret,"Double pumping did not work for me. There was no suction with double, so I had to single pump each side.",Breastpumps,breastpumps,,,158.99,,
144284,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,regret,"My insurance company paid for this double electric pump when I went back to work. Worked terribly, my used Medela Pump In Style worked better than this ever did brand new. TERRIBLE customer svc, too.",Breastpumps,breastpumps,,,158.99,,
145161,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,regret,I had SO MUCH TROUBLE with the top valves collapsing which caused poor suction. This pump made me angry lol,Breastpumps,breastpumps,,,158.99,,
145423,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,have,,Breastpumps,breastpumps,,,158.99,,
145781,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,regret,"Got free from my insurance. Didn't like it at all, glad I got the medela pump instead!",Breastpumps,breastpumps,,,158.99,,
147279,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,have,"does its job & gets the milk out - was somewhat hard to figure out at first, when sleep deprived, and anxious",Breastpumps,breastpumps,,,158.99,,
149393,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,have,"Got this because it was free provided by my insurance. It works as it should, came with a carrier bag. ",Breastpumps,breastpumps,,,158.99,,
149920,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,regret,I got this for free with my insurance and it was terrible. Luckily I only needed it for a week before I got my medela-best ever!,Breastpumps,breastpumps,,,158.99,,
153854,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,have,My insurance paid for this in full plus accessories and 100 bags but I'm not a fan of it. It's very loud and I don't like the way you have to set it and it doesn't have much power to it,Breastpumps,breastpumps,,,158.99,,
154458,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,regret,"Very disappointed with this pump. No lightening phase, can control suction & speed with knobs. ",Breastpumps,breastpumps,,,158.99,,
158018,98,Ameda Purely Yours Breast Pump,Ameda,Ameda,have,,Breastpumps,breastpumps,,,158.99,,
1327,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,regret,,Breastpumps,breastpumps,,,189.32,,
6268,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,,Breastpumps,breastpumps,,,189.32,,
6605,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,regret,,Breastpumps,breastpumps,,,189.32,,
8475,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,want,"Hygeia pumps are WHO-code compliant and recyclable, also have 3 year warranty and closed system so can be used for more than one child and by multiple users. ",Breastpumps,breastpumps,,,189.32,,
11252,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,,Breastpumps,breastpumps,,,189.32,,
11414,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,"Got this covered through my insurance (BCBS of NC from Aeroflow medical), and have been using it for about 2 months. I love it and the closed system makes this one of, if not the, best breastpump on the market. WIsh it came with a few extra bottles (has 2 included), but overall i'm really happy with the pump. 
",Breastpumps,breastpumps,,,189.32,,
12580,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,want,,Breastpumps,breastpumps,,,189.32,,
12648,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,want,,Breastpumps,breastpumps,,,189.32,,
12798,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,have,,Breastpumps,breastpumps,,,189.32,,
24078,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,"I pumped exclusively for three months, and this was a workhorse! ",Breastpumps,breastpumps,,,189.32,,
39859,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,"This is a GREAT pump. Its lightweight, and can be safely used in between moms as it can safely be cleaned (unlike every other pump on the market).  I wish I had known about this with my first.",Breastpumps,breastpumps,,,189.32,,
42866,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,works great for far!  and environmentally friendly.,Breastpumps,breastpumps,,,189.32,,
46512,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,,Breastpumps,breastpumps,,,189.32,,
50906,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,Multiple user friendly. Exclusively pump with it and it's still going strong after 9 months,Breastpumps,breastpumps,,,189.32,,
58444,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,want,,Breastpumps,breastpumps,,,189.32,,
61476,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,regret,"Measurement numbers are extremely inaccurate on the bottles. I was engorged the other day, this pump did not relieve it. It does not do a good job of mimicking baby's suckling. Poor quality for price.",Breastpumps,breastpumps,,,189.32,,
65537,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,"Got a Medela for free as part of my insurance, but got myself a Hygeia before returning to work. LOVE that it's battery operated as I've been able to pump on the go or unfamiliar places with ease. ",Breastpumps,breastpumps,,,189.32,,
68601,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,want,,Breastpumps,breastpumps,,,189.32,,
69991,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,Wonderful pump! It does not require all the maintenance of a Medela pump,Breastpumps,breastpumps,,,189.32,,
74605,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,have,,Breastpumps,breastpumps,,,189.32,,
74982,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,"I've never used any other pump, but this one does what it's supposed to. No complaints so far.",Breastpumps,breastpumps,,,189.32,,
79144,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,It's a closed system pump which is considered to be more hygienic.,Breastpumps,breastpumps,,,189.32,,
95307,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,want,,Breastpumps,breastpumps,,,189.32,,
96156,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,have,,Breastpumps,breastpumps,,,189.32,,
100238,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,Really liked this breast pump. My only regret is that you can't find smaller pumps and it sucked in too much of my breast. I had to pair with Pumpin' Pals inserts.,Breastpumps,breastpumps,,,189.32,,
101829,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,This is one of like 2 existing pumps on the market that don't allow moisture into the motor that can cause gross things to get to your milk. The only down side is delivery can take forever.,Breastpumps,breastpumps,,,189.32,,
102536,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,Have the hygeia q (through insurance) and has worked great so far! Good quality parts and love that it is a closed system pump. Only issue is the smallest flanges they offer (27 mm) are too large.,Breastpumps,breastpumps,,,189.32,,
105148,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,regret,"I loved this pump, BUT it kept breaking down. I had to get it replaced 2x over three months. I had to pitch a fit to get a partial refund.",Breastpumps,breastpumps,,,189.32,,
109026,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,"I don't have much to compare this to, but it works great for me!",Breastpumps,breastpumps,,,189.32,,
116242,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,have,,Breastpumps,breastpumps,,,189.32,,
120891,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,have,"Overall, the pump works really well.  Sometimes when I'm really engorged (overnight I sometimes skip a pumping session) the pump has trouble emptying my breasts.",Breastpumps,breastpumps,,,189.32,,
128794,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,"It worked as expected. The biggest draw for me is that it is completely safe to pass on to another mom (which I did). Breast pumps shouldn't be reused technically, so that is a huge deal!",Breastpumps,breastpumps,,,189.32,,
138100,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,regret,"Customer service is not helpful, pump arrived damaged.  You have the self adjust the settings, no let down eps eating like medela and doesn't empty me like a medela symphony. ",Breastpumps,breastpumps,,,189.32,,
146848,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,Very strong pump. It worked just as well as the medela hospital grade pump I used immediately after giving birth.,Breastpumps,breastpumps,,,189.32,,
149536,99,Hygeia EnJoye Breast Pump,Hygeia,Hygeia,love,"LOVE my pump, I do well with a different pattern than what other brands offer and this pump allows you to customize your patterns to suite your needs for extracting milk.",Breastpumps,breastpumps,,,189.32,,
54,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
350,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
656,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
771,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
928,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
947,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
1322,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
1901,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
1994,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
2187,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
2720,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
3347,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
3614,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
3811,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
4043,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
4268,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
4359,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
4420,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
4629,100,Medela Freestyle Breast Pump,Medela,Medela,have,,Breastpumps,breastpumps,,,309.9,,
5051,100,Medela Freestyle Breast Pump,Medela,Medela,love,"Had been using the large Symphony medela pump for months, but this one is SO tiny, easy to bring anywhere, and pumps just as effectively. Id HIGHLY recommend. Its a little noisier, but not too loud. You can walk around or drive while pumping!",Breastpumps,breastpumps,,,309.9,,
5204,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
5281,100,Medela Freestyle Breast Pump,Medela,Medela,love,,Breastpumps,breastpumps,,,309.9,,
