"icon.text","icon.alt","icon.src","icon.href","name.text","name.href","username.text","username.href","date.text","date.href","tweet.text","tweet.href"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/xM1o-M3Q_bigger.jpeg","https://twitter.com/bshank","Brendon Shanksgiving","https://twitter.com/bshank","bshank","https://twitter.com/bshank","Oct 5","https://twitter.com/bshank/status/518622697937707009","@Alyssa_Milano @elonmusk check out the breast pump hackathon at MIT: http://breastpump.media.mit.edu","https://twitter.com/Alyssa_Milano"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/5FDjhGyH_bigger.jpeg","https://twitter.com/vinchbat","Vincent Battaglia","https://twitter.com/vinchbat","vinchbat","https://twitter.com/vinchbat","Oct 5","https://twitter.com/vinchbat/status/518622680136695808","@Alyssa_Milano The MIT recently had a hackathon on that topic http://breastpump.media.mit.edu","https://twitter.com/Alyssa_Milano"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/46f29d13a0cc97f97e5625cc5c87d4f5_bigger.png","https://twitter.com/exilauren","Lauren Modeen","https://twitter.com/exilauren","exilauren","https://twitter.com/exilauren","Oct 3","https://twitter.com/exilauren/status/518040765034168320","""Sean, what have you learned about boobs today?"" From the @longestshortest podcast. #MIT #Hackathon #breastpump http://bit.ly/YUGqZ2","https://twitter.com/longestshortest"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/066faeec471cd966172d66aee736d042_bigger.jpeg","https://twitter.com/Bougie","Caroline Drucker","https://twitter.com/Bougie","Bougie","https://twitter.com/Bougie","Oct 3","https://twitter.com/Bougie/status/518026929996570624","Amazing - Building a Better Boobie Trap | On making a breastpump that doesn't suck. #onepuntoomany? http://longestshortesttime.com/2014/10/01/podcast-40-hackathon/ …","https://twitter.com/hashtag/onepuntoomany?src=hash"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/3Ks6edgD_bigger.jpeg","https://twitter.com/HHWinnipeg","Hacking Health Wpg","https://twitter.com/HHWinnipeg","HHWinnipeg","https://twitter.com/HHWinnipeg","Oct 2","https://twitter.com/HHWinnipeg/status/517827772970831872","Love it! RT @kanarinka I went on CBC's Spark to discuss hacking maternal health --http://www.cbc.ca/spark/blog/2014/09/28/maternal-health/ … … #MLPump #Breastpump #hackathon","https://twitter.com/kanarinka"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/alexonscreen_bigger.jpg","https://twitter.com/alexmetral","alexmetral","https://twitter.com/alexmetral","alexmetral","https://twitter.com/alexmetral","Oct 2","https://twitter.com/alexmetral/status/517754272805445632","@mangiaratti BreastPump-organizers@mit.edu","https://twitter.com/mangiaratti"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/Z3qjNDtq_bigger.jpeg","https://twitter.com/kanarinka","kanarinka","https://twitter.com/kanarinka","kanarinka","https://twitter.com/kanarinka","Oct 2","https://twitter.com/kanarinka/status/517724384782319616","I went on CBC's Spark to discuss hacking maternal health --http://www.cbc.ca/spark/blog/2014/09/28/maternal-health/ … #MLPump #Breastpump #hackathon","http://t.co/laOk0pPPxi"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/oceincn850p9i8iz7xl5_bigger.jpeg","https://twitter.com/WindyCityAstro","laura trouille","https://twitter.com/WindyCityAstro","WindyCityAstro","https://twitter.com/WindyCityAstro","Oct 2","https://twitter.com/WindyCityAstro/status/517665919469101057","Best hack day- make the breast pump not suck, mighty mom utility belt winner announced, http://buff.ly/1rLSlEy","http://t.co/a180HKL9wJ"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/celtic_bigger.gif","https://twitter.com/BirthSpirit","Leslie Chandler","https://twitter.com/BirthSpirit","BirthSpirit","https://twitter.com/BirthSpirit","Oct 2","https://twitter.com/BirthSpirit/status/517638222995013634","Winners Announced! Make the Breast Pump Not Suck: A Research Project at the MIT Media Lab http://breastpump.media.mit.edu/","http://t.co/dZgs5xsf6O"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/not_a_bad_one_of_me_really_compressed_bigger.jpg","https://twitter.com/schammond","Sarah Hammond","https://twitter.com/schammond","schammond","https://twitter.com/schammond","Oct 2","https://twitter.com/schammond/status/517622262292561920","Results from the Make Breast Pumps Not Suck hackathon http://breastpump.media.mit.edu/  #breastfeeding","http://t.co/eBWIT4pQA5"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/7FcfTMPM_bigger.jpeg","https://twitter.com/C_Sandor","Christine Sandor","https://twitter.com/C_Sandor","C_Sandor","https://twitter.com/C_Sandor","Oct 1","https://twitter.com/C_Sandor/status/517435613503827968","Loved hearing about the MIT Hackathon for improving the breastpump today on @sparkcbc #podcast http://www.cbc.ca/spark/mobile/touch/blog/2014/09/28/maternal-health/ … #maternalhealth","https://twitter.com/sparkcbc"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/sw8Gc1Ew_bigger.jpeg","https://twitter.com/Marina_To","Marina Torre","https://twitter.com/Marina_To","Marina_To","https://twitter.com/Marina_To","Oct 1","https://twitter.com/Marina_To/status/517405662888747009","Le MIT a organisé un hackaton pour réinventer le tire-lait. http://bit.ly/1qNPrNx  #faithinhumanityrestored #MLPump","http://t.co/SqFHg0CiAp"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/36d5addc7181953eebce4954c54e0128_bigger.jpeg","https://twitter.com/khorai_online","KHORAI","https://twitter.com/khorai_online","khorai_online","https://twitter.com/khorai_online","Oct 1","https://twitter.com/khorai_online/status/517393177121390593","MIT had a ""Breast Pump Hackathon"" this month… check out the winners: http://breastpump.media.mit.edu/#suckiness  #breastfeeding","http://t.co/O2D7fvc9Im"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/b06a94e04af91f9a0999e97ce89a92f0_bigger.jpeg","https://twitter.com/grumpator","Anali Perry","https://twitter.com/grumpator","grumpator","https://twitter.com/grumpator","Oct 1","https://twitter.com/grumpator/status/517388617766162432","LOVE this hackathon: ""How to make the breastpump not suck"" http://ow.ly/CaG8D  
Curious to see what new twitter hell awaits this post.","http://t.co/sesvlwFX8y"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/MGbrRedj_bigger.jpeg","https://twitter.com/alyssajord","Alyssa Jordan","https://twitter.com/alyssajord","alyssajord","https://twitter.com/alyssajord","Oct 1","https://twitter.com/alyssajord/status/517342762489102336","MIT hackathon/contest spurs discussion on ‘How To Make The Breast Pump Not Suck’ #mppdigital http://bit.ly/1E0kEUE","https://twitter.com/hashtag/mppdigital?src=hash"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/nspuw488bdgg2985fgys_bigger.png","https://twitter.com/WindyPinwheel","Windy Pinwheel","https://twitter.com/WindyPinwheel","WindyPinwheel","https://twitter.com/WindyPinwheel","Oct 1","https://twitter.com/WindyPinwheel/status/517335456858402816","RT @Elisa4Reno: Great story on NPR earlier this week on MITs breastpump hackathon. Did you hear it? http://breastpump.media.mit.edu/","https://twitter.com/Elisa4Reno"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/fRwRP-zT_bigger.jpeg","https://twitter.com/NVBreastfeed","N. Nevada Breastfeed","https://twitter.com/NVBreastfeed","NVBreastfeed","https://twitter.com/NVBreastfeed","Oct 1","https://twitter.com/NVBreastfeed/status/517335001294061568","RT @Elisa4Reno: Great story on NPR earlier this week on MITs #breastpump hackathon. Did you hear it? http://breastpump.media.mit.edu/","https://twitter.com/Elisa4Reno"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/9Ob9PK5n_bigger.jpeg","https://twitter.com/LauraSchwartz12","Laura Schwartz","https://twitter.com/LauraSchwartz12","LauraSchwartz12","https://twitter.com/LauraSchwartz12","Oct 1","https://twitter.com/LauraSchwartz12/status/517271656738598914","Ugh #MIT #hackathon gave 1st place to a #breastpump that ""analyzes"" the content of milk. Leave the milk alone, it was the pump that sucked!","https://twitter.com/hashtag/MIT?src=hash"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/38pOvJFA_bigger.jpeg","https://twitter.com/Radishwak","Lesley","https://twitter.com/Radishwak","Radishwak","https://twitter.com/Radishwak","Oct 1","https://twitter.com/Radishwak/status/517270573295345664","MIT just hosted the ""Make the Breast Pump not Suck"" hackathon. See winners here. Still time to submit your own design http://breastpump.media.mit.edu/#hackathon","http://t.co/jLPWHmBzc9"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/dss_bigger.jpg","https://twitter.com/danielsaraga","Daniel Saraga","https://twitter.com/danielsaraga","danielsaraga","https://twitter.com/danielsaraga","Oct 1","https://twitter.com/danielsaraga/status/517241583880929280","The breastpump hackaton http://breastpump.media.mit.edu/","http://t.co/46k2XNCXFM"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/eddcfadd7db8eb40c683682e93d7b1b3_bigger.png","https://twitter.com/UptySciChick","Kathy KendallTackett","https://twitter.com/UptySciChick","UptySciChick","https://twitter.com/UptySciChick","Sep 30","https://twitter.com/UptySciChick/status/517089883710824448","Hack-a-thon: engineers/moms come together to build a breastpump that doesn't suck. http://ow.ly/C8ngD","http://t.co/qhZPYjFkaf"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/eddcfadd7db8eb40c683682e93d7b1b3_bigger.png","https://twitter.com/UptySciChick","Kathy KendallTackett","https://twitter.com/UptySciChick","UptySciChick","https://twitter.com/UptySciChick","Sep 30","https://twitter.com/UptySciChick/status/517089883039760384","Hack-a-thon: engineers/moms come together to build a breastpump that doesn't suck. http://ow.ly/3s5lCf  http://fb.me/1lNgUZ5qc","http://t.co/FuMBEb3VfT"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/a9e19593678390cb1a353d54bdd24143_bigger.jpeg","https://twitter.com/PraeclarusPress","PraeclarusPress","https://twitter.com/PraeclarusPress","PraeclarusPress","https://twitter.com/PraeclarusPress","Sep 30","https://twitter.com/PraeclarusPress/status/517089882972643328","Hack-a-thon: engineers/moms come together to build a breastpump that doesn't suck. http://ow.ly/3s5lCf","http://t.co/8Qr8YHkrzl"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/a9e19593678390cb1a353d54bdd24143_bigger.jpeg","https://twitter.com/PraeclarusPress","PraeclarusPress","https://twitter.com/PraeclarusPress","PraeclarusPress","https://twitter.com/PraeclarusPress","Sep 30","https://twitter.com/PraeclarusPress/status/517089878983864322","Hack-a-thon: engineers/moms come together to build a breastpump that doesn't suck. http://ow.ly/3s5lCf  http://fb.me/3fZCEjsZE","http://t.co/8Qr8YHkrzl"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/W9ZhKhpr_bigger.jpeg","https://twitter.com/FatherlyHQ","Fatherly","https://twitter.com/FatherlyHQ","FatherlyHQ","https://twitter.com/FatherlyHQ","Sep 30","https://twitter.com/FatherlyHQ/status/517048761688653824","Admit it, you want to know what won the breast pump hack-a-thon held by the MIT @medialab: http://fthr.ly/1naRwoC","https://twitter.com/medialab"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/gCCC4OjH_bigger.jpeg","https://twitter.com/mitworklife","MIT Work-Life Center","https://twitter.com/mitworklife","mitworklife","https://twitter.com/mitworklife","Sep 30","https://twitter.com/mitworklife/status/516988563184181248","Winners of the ""Make the Breast Pump Not Suck"" Hackathon @MIT @medialab announced! http://bit.ly/1Dz1Zit","https://twitter.com/MIT"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/Z3qjNDtq_bigger.jpeg","https://twitter.com/kanarinka","kanarinka","https://twitter.com/kanarinka","kanarinka","https://twitter.com/kanarinka","Sep 30","https://twitter.com/kanarinka/status/516966449769103361","#MLPump #breastpump #hackathon 2nd place team Helping Hands wants your feedback about next steps: https://docs.google.com/forms/d/1pTNHZaBZAEV05XvpIk2YVz6bAMLArEKu9XIa3HpDWvw/viewform?c=0&w=1 … @nancyholtzman","https://twitter.com/hashtag/MLPump?src=hash"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/Z3qjNDtq_bigger.jpeg","https://twitter.com/kanarinka","kanarinka","https://twitter.com/kanarinka","kanarinka","https://twitter.com/kanarinka","Sep 30","https://twitter.com/kanarinka/status/516965912906596352","#MLPump #breastpump #hackathon 2nd place team Helping Hands wants your feedback about their next steps: https://docs.google.com/forms/d/1pTNHZaBZAEV05XvpIk2YVz6bAMLArEKu9XIa3HpDWvw/viewform?c=0&w=1 … @civicMIT","https://twitter.com/hashtag/MLPump?src=hash"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/-wG371UN_bigger.png","https://twitter.com/InfantHealthFnd","InfantHealthFound.","https://twitter.com/InfantHealthFnd","InfantHealthFnd","https://twitter.com/InfantHealthFnd","Sep 30","https://twitter.com/InfantHealthFnd/status/516963103658229760","In case you missed it. Recap of MIT's breast-pump #hackathon 
http://breastpump.media.mit.edu/#hackathon","https://twitter.com/hashtag/hackathon?src=hash"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/g3zaNYpx_bigger.jpeg","https://twitter.com/bunouttheovenDC","Bun Out The Oven","https://twitter.com/bunouttheovenDC","bunouttheovenDC","https://twitter.com/bunouttheovenDC","Sep 30","https://twitter.com/bunouttheovenDC/status/516951975548960769","""We love our babies more than we hate our pumps."" News from the breast pump hackathon: http://ow.ly/C2l7p","http://t.co/friHvuJwUW"
"","","http://breastpump.media.mit.edu/twitterarchive/TwitterArchive_files/35dd3ab6e13b84cfebcf39c940a5bbad_bigger.jpeg","https://twitter.com/zedtweetz","Zoë Meletis","https://twitter.com/zedtweetz","zedtweetz","https://twitter.com/zedtweetz","Sep 29","https://twitter.com/zedtweetz/status/516657390339362816","http://breastpump.media.mit.edu/  gr8 e.g. of 'hack' & maker cultures interacting w r&d. Thanks MIT innovators, & #cbc for covering it. #unbc_nres700","http://t.co/eJlfcIIMfA"
